Season,TeamID,TeamName,APRank,KenPom,Seed,TourneyWins,Appearances,WFlag,LFlag,RankW,RankL,LastTenW,LastTenL,HomeW,HomeL,AwayW,AwayL,NeutW,NeutL,Points,PointsAllowed,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGM_Allowed,FGA_Allowed,FGM3_Allowed,FGA3_Allowed,FTM_Allowed,FTA_Allowed,OR_Allowed,DR_Allowed,Ast_Allowed,TO_Allowed,St_Allowed,Bk_Allowed,PF_Allowed
2007,1238,jackson st,,292,16,0,3,20,13,0,1,7,3,7,2,8,10,5,1,71.0303,72.3030,25.0303,59.7576,5.6364,17.7576,15.3333,21.7576,13.3636,22.6667,13.5152,15.4242,8.1818,3.1212,20.6970,25.0606,56.6667,6.0909,18.0000,16.0909,24.3030,13.6061,24.4545,12.9091,17.7273,6.6970,4.0303,20.0909
2007,1242,kansas,2,2,1,3,34,30,4,4,1,10,0,16,2,8,2,6,0,78.4412,61.0294,29.0588,59.2941,5.9706,15.6471,14.3529,21.5294,13.0588,27.3235,16.7647,14.0000,8.9118,6.6765,18.6471,21.0000,56.1765,6.5588,20.4706,12.4706,18.7353,11.7059,21.1471,11.0588,16.7941,6.5588,3.1471,19.1765
2007,1246,kentucky,,18,8,1,30,21,11,2,6,4,6,14,2,4,6,3,3,73.5313,67.3750,26.4375,55.1875,6.7500,18.9063,13.9063,19.8750,10.7813,25.6563,15.8750,14.6875,5.9688,4.8125,15.8438,24.7188,60.4063,7.4688,22.7500,10.4688,16.4063,12.7188,20.5625,12.9375,13.1563,7.0000,3.1875,17.6875
2007,1253,long beach st,,131,12,0,4,23,7,0,2,9,1,11,1,9,5,3,1,80.5333,73.9000,28.3000,62.0667,8.5333,22.9333,15.4000,21.8333,12.8000,23.8333,14.3333,13.7333,7.4333,2.7000,17.2000,26.2333,59.5000,7.7000,20.4667,13.7333,19.0000,12.0333,24.6000,14.9333,16.4333,6.2667,2.4333,19.2667
2007,1257,louisville,16,15,6,1,26,22,9,2,4,7,3,15,4,6,2,1,3,71.2903,62.9032,24.9355,57.6129,7.4194,22.3548,14.0000,20.6774,13.5806,23.4516,14.9355,12.8710,7.4516,4.1613,20.3871,20.9355,52.2903,5.6452,17.4516,15.3871,23.0323,12.1935,22.6774,11.9355,15.2258,5.9677,3.2903,19.5806
2007,1266,marquette,20,28,8,0,16,23,9,3,5,5,5,15,4,6,4,2,1,72.4375,65.0000,25.2813,57.4688,6.4063,19.1250,15.4688,23.0313,14.2500,22.5000,14.1875,14.5313,8.6563,3.3750,20.4063,22.3125,53.6250,5.6875,16.5313,14.6875,21.4375,12.3750,21.4375,12.7188,17.0000,7.2188,4.1875,20.3750
2007,1268,maryland,18,11,4,1,21,24,8,2,1,8,2,17,3,6,4,1,1,79.5000,67.5938,28.6563,59.8438,5.7500,15.0313,16.4375,23.5313,12.6250,25.9375,17.3438,15.7813,7.5313,6.9063,18.2188,24.2500,62.3438,5.7188,19.2500,13.3750,19.3750,15.0000,22.4375,11.4063,17.0625,7.8750,4.0313,20.3438
2007,1272,memphis,5,9,2,3,18,30,3,0,1,10,0,19,0,9,2,2,1,79.5758,62.3333,28.0909,60.8788,7.6667,21.8182,15.7273,25.7879,14.7879,25.1212,15.0606,13.5758,9.8182,5.9091,19.7576,20.9394,54.3333,5.0000,15.8788,15.4545,23.1515,11.9394,22.5455,10.3636,18.0303,5.6970,3.8788,20.8788
2007,1275,miami (oh),,93,14,0,7,18,14,0,0,7,3,11,2,3,11,4,1,59.5625,57.4063,21.8438,47.5313,5.0625,15.2500,10.8125,15.2500,8.0313,22.4063,12.8438,13.3438,5.8125,4.0938,17.0313,20.3438,50.0938,5.0313,15.5313,11.6875,17.0313,10.4375,20.3438,9.5625,11.9375,7.0938,2.8125,16.8125
2007,1277,michigan st,,13,9,1,29,22,11,3,5,5,5,18,1,1,8,3,2,65.0909,56.6970,23.0909,49.0303,5.1515,13.8182,13.7576,19.3636,11.4848,23.6667,16.0000,15.0303,5.1212,4.8182,18.3333,19.1212,49.9091,5.9091,18.5455,12.5455,18.5455,9.9394,17.4242,11.1818,12.6667,6.3333,3.4242,17.6667
2007,1305,nevada,15,63,7,1,8,27,4,0,1,8,2,14,1,10,2,3,1,77.6774,67.2581,28.0000,57.3871,7.4839,18.0968,14.1935,18.8065,11.6129,26.5484,16.5484,13.0323,5.4516,4.1290,16.7097,24.7419,60.4516,5.5806,17.6129,12.1935,16.9355,11.4839,20.0968,13.4194,11.5161,5.7419,2.6129,17.5161
2007,1308,new mexico st,,96,13,0,15,24,8,1,1,7,3,18,1,6,7,0,0,77.6563,72.0938,26.4375,55.2188,5.8438,14.7813,18.9375,29.0938,13.4063,24.6250,13.6875,17.0313,7.1250,2.8125,20.8125,24.9688,57.3750,6.6875,20.2813,15.4688,22.2188,12.0625,21.0938,12.5625,16.6875,6.4688,3.8438,23.0625
2007,1310,niagara,,169,16,1,2,22,11,0,0,10,0,9,6,9,4,4,1,76.0606,73.7273,25.5758,60.5152,8.0000,22.8182,16.9091,23.0909,14.6667,23.4242,13.5758,13.3636,6.2727,1.5758,17.3636,27.3636,58.7879,6.3939,18.0909,12.6061,18.1515,10.8485,23.0606,14.3030,13.9697,5.8485,3.1515,20.2424
2007,1314,north carolina,4,1,1,3,32,28,6,3,1,7,3,16,1,6,4,6,1,86.2647,68.1176,31.4706,62.4118,5.7647,15.7941,17.5588,24.8235,13.4118,27.2941,18.6471,13.9412,8.3824,4.5882,17.2941,24.9412,60.9118,6.6765,20.0000,11.5588,17.5294,11.4706,21.0294,13.0000,16.3529,7.5882,3.9706,20.9706
2007,1317,north texas,,185,15,0,3,20,10,0,0,7,3,10,3,7,7,3,0,76.2333,72.1333,27.1000,59.4333,6.7667,17.8333,15.2667,23.4000,13.7667,25.2000,12.4333,15.4667,6.1667,4.4000,20.4000,24.1000,56.9333,7.3000,19.5000,16.6333,23.8333,11.3333,23.1000,10.8667,15.5333,6.2667,3.5667,20.7667
2007,1323,notre dame,17,17,6,0,18,24,7,3,3,7,3,18,0,4,6,2,1,81.5484,67.8065,27.1290,58.9032,9.1290,23.0000,18.1613,24.1935,12.6774,25.6774,17.4839,12.9355,8.4194,3.4839,18.0645,24.4194,58.6774,6.3871,18.8710,12.5806,18.1613,11.8710,22.0645,14.0968,14.9677,6.6129,3.6129,20.0000
2007,1326,ohio st,1,4,1,5,20,30,3,3,3,10,0,19,0,7,3,4,0,73.6364,60.1515,26.2727,55.6970,7.4545,20.5152,13.6364,19.6061,11.1818,24.5152,15.5758,11.7576,6.8182,5.9394,13.5758,22.7576,57.3333,6.6364,20.9697,8.0000,11.7273,11.5758,21.3030,12.5455,14.0303,5.1212,2.4848,17.3939
2007,1330,old dominion,,69,12,0,10,24,8,1,1,9,1,15,2,8,5,1,1,70.1250,62.1563,24.0625,55.4063,7.2188,20.5625,14.7813,20.5000,12.1250,24.5625,14.9688,12.3438,7.6250,3.4063,18.7188,21.7813,52.8438,6.1563,18.4688,12.4375,18.8750,10.3125,22.1563,12.0313,14.5313,5.2188,2.9688,19.3125
2007,1331,oral roberts,,94,14,0,3,22,10,1,2,8,2,11,2,6,8,5,0,71.7188,65.4688,24.1563,51.4063,6.0000,16.1250,17.4063,24.5313,10.6875,24.4063,13.5000,15.2813,6.2500,4.4375,17.8750,23.5625,56.1250,5.4063,16.6250,12.9375,18.4375,11.0000,19.9063,10.4688,13.9688,5.6563,2.0625,20.5625
2007,1332,oregon,10,21,3,3,12,26,7,5,3,7,3,16,2,6,5,4,0,76.3939,65.9394,26.2727,58.3333,9.4848,24.6364,14.3636,19.1212,12.2121,22.8485,14.2727,12.6061,7.1212,2.0606,16.0303,24.6667,55.9697,5.6970,18.1212,10.9091,15.7879,10.3030,21.7879,12.4242,15.0909,5.8485,4.1212,18.2424
2007,1335,penn,,102,14,0,13,21,8,0,1,10,0,11,3,9,4,1,1,74.0690,67.5172,26.8621,55.0690,6.0690,16.5517,14.2759,21.2759,10.6897,22.4483,17.2414,13.9655,8.5517,3.0000,18.2069,23.9655,54.6552,6.1724,17.5172,13.4138,18.8276,11.2759,21.6207,12.8621,16.1724,7.1379,3.2759,20.0000
2007,1338,pitt,12,12,3,2,19,27,7,3,6,6,4,16,2,8,3,3,2,71.1471,62.4412,25.8824,54.9412,6.0588,16.1765,13.3235,20.0000,12.2059,23.5588,17.4412,11.7059,5.3235,3.4706,16.4706,22.1765,54.1471,5.8824,19.0000,12.2059,16.9412,10.8235,20.3824,12.0588,12.4706,5.0000,3.0000,17.9706
2007,1345,purdue,,22,9,1,26,21,11,0,5,7,3,16,1,2,8,3,2,69.9063,63.0313,24.7188,53.5000,6.5313,18.1250,13.9375,20.4063,11.1875,21.7500,13.7500,14.2188,7.6875,2.7188,19.7188,21.9688,51.8125,5.7500,17.4063,13.3438,19.5938,10.9688,20.8438,12.5625,16.5000,7.0313,3.9063,18.7500
2007,1356,s illinois,14,35,4,2,9,26,6,1,0,9,1,12,0,10,4,4,2,63.2813,57.3438,21.2188,46.7500,6.2188,16.8438,14.6250,21.1250,9.3750,20.0938,11.5938,13.9688,6.3750,3.2813,20.3750,18.4063,43.5625,5.1875,14.4375,15.3438,21.5938,8.1250,19.9063,9.5625,15.0313,6.5938,2.6250,19.7813
2007,1390,stanford,,53,11,0,16,18,12,4,5,4,6,12,5,5,6,1,1,69.9333,66.7667,25.2333,56.2333,5.7000,16.2333,13.7667,19.9333,12.6000,25.9333,15.0000,14.6000,4.7333,6.1000,18.2667,23.6333,57.3667,5.4667,16.3333,14.0333,20.2000,10.9667,21.8333,11.1667,11.7000,8.0667,2.6000,18.4333
2007,1394,a&m-corpus chris,,129,15,0,1,24,6,0,1,9,1,11,1,8,5,5,0,79.1667,70.4667,27.6333,52.7333,5.7667,14.3000,18.1333,25.2000,11.2000,24.1667,17.9333,16.3667,7.4000,2.7667,19.0333,24.3667,55.8333,7.4000,21.2333,14.3333,20.3000,11.0000,18.2000,13.6333,15.4333,7.6000,2.8000,20.9333
2007,1397,tennessee,25,39,5,2,14,22,10,3,4,7,3,16,0,3,7,3,3,79.6563,74.4375,27.6875,62.5000,8.9375,25.3750,15.3438,23.4688,13.5938,21.9688,15.4688,14.5938,9.8125,3.2188,19.8125,26.0000,56.9375,6.7500,19.6563,15.6875,21.6563,11.9063,25.6563,14.6875,19.0625,6.4688,4.1250,20.5625
2007,1400,texas,11,16,4,1,26,24,9,1,4,8,2,15,1,6,5,3,3,82.2121,71.9394,27.6970,62.0909,9.0000,22.6667,17.8182,24.4848,14.0000,26.1818,13.8788,12.2727,7.6061,5.7576,17.2727,25.6364,62.4848,8.2424,22.7273,12.4242,18.1515,13.4242,24.0606,14.1212,14.2424,5.7879,3.3636,20.5152
2007,1401,texas a&m,9,5,3,2,9,25,6,3,2,7,3,18,1,7,3,0,2,76.3226,59.1935,27.0000,53.9355,6.5161,15.4516,15.8065,21.8387,10.1935,25.5484,18.0000,12.5161,6.7742,3.3871,19.5161,19.6129,52.7742,5.6774,19.0645,14.2903,20.2581,10.9677,19.9032,11.1613,15.0000,4.9677,2.7742,19.6774
2007,1403,texas tech,,68,10,0,11,21,12,3,4,6,4,13,3,6,5,2,4,71.5758,68.6364,24.6061,54.3333,6.0909,14.7879,16.2727,22.0606,9.3939,21.3636,13.3636,11.8182,6.8788,1.8788,17.4545,25.5455,55.6364,6.3939,18.7576,11.1515,16.6364,11.6364,23.6364,12.9394,15.6061,5.2424,2.5152,19.6667
2007,1417,ucla,7,8,2,4,26,25,5,7,1,7,3,16,0,6,4,3,1,71.9667,60.5667,26.7333,55.6333,6.8000,18.5000,11.7000,18.0333,11.0667,21.8333,14.6000,12.2000,7.3667,3.3000,16.0000,22.4333,51.7667,4.9333,14.2667,10.7667,14.8000,9.2333,20.8333,12.2667,15.4000,4.9333,2.7000,17.4000
2007,1424,nevada-las vegas,19,52,7,2,15,27,6,3,1,9,1,18,1,8,5,1,0,75.0303,66.9091,26.6061,59.2727,7.6667,21.0909,14.1515,19.8788,12.0606,22.6061,14.8485,11.4242,8.1515,5.6061,17.9697,23.6970,55.4545,6.1818,18.2424,13.3333,19.0000,12.1818,23.2424,11.4848,15.5455,4.8788,2.6061,18.2424
2007,1425,southern california,23,43,5,2,12,23,11,3,6,5,5,15,3,4,6,4,2,71.4118,65.0294,25.5294,53.4706,5.6471,14.0000,14.7059,20.7941,9.3235,24.6765,12.8235,14.7059,5.5000,3.9412,17.8235,22.7647,58.2353,6.9118,21.6471,12.5882,18.0000,12.5294,21.9118,11.7647,14.6471,6.1471,2.7353,20.2647
2007,1433,va commonwealth,,72,11,1,13,27,6,0,0,8,2,12,2,11,2,4,2,74.7879,64.7576,25.6364,55.7273,6.9091,17.2727,16.6061,22.9091,12.0606,21.2727,13.5758,11.3939,7.4545,3.0909,18.0303,22.9091,50.9697,5.9697,16.8182,12.9697,18.5758,9.6667,21.7879,11.3030,16.4242,5.2121,3.1515,18.7576
2007,1435,vanderbilt,,51,6,2,13,19,11,2,3,5,5,14,3,4,6,1,2,75.7333,71.4667,26.4000,58.1000,9.1667,24.5333,13.7667,18.9000,10.1333,23.1000,16.6667,12.4667,7.3667,2.6000,17.0000,25.7000,57.4667,7.3667,21.4333,12.7000,17.9667,11.6000,24.1333,13.7000,15.4333,6.5000,3.2667,17.5667
2007,1437,villanova,,19,9,0,23,21,10,4,5,7,3,10,4,8,4,3,2,72.1613,64.6774,23.2258,55.1290,7.6129,21.5806,18.0968,23.0968,13.2258,23.0323,12.6452,13.6452,7.9355,3.2903,19.3871,21.2258,51.8387,7.3871,20.8065,14.8387,21.3548,10.9355,21.0323,11.8710,15.8065,6.4516,4.4194,20.1935
2007,1438,virginia,,48,4,1,18,19,10,2,1,6,4,16,1,3,6,0,3,77.4483,71.7586,25.5172,58.5862,8.1379,22.2069,18.2759,24.7931,13.4828,25.5172,13.0000,13.7241,4.6552,3.0690,20.1034,24.6897,60.1034,7.4138,21.1724,14.9655,21.1724,12.2759,22.4828,14.2069,13.4828,4.7931,3.8276,20.7931
2007,1439,virginia tech,,26,5,1,7,20,11,3,1,5,5,12,2,5,6,3,3,72.0323,65.1290,26.3871,56.0323,4.7742,12.9677,14.4839,21.7419,11.0645,22.4839,13.2581,10.9677,8.3871,4.6129,18.3548,22.7419,54.1935,6.6129,19.1613,13.0323,19.6452,12.0645,21.8710,11.0000,15.1290,4.6129,2.7419,18.8710
2007,1450,washington st,13,33,3,1,3,25,7,2,5,7,3,12,2,8,4,5,1,66.5313,59.1250,24.1250,51.8750,5.7500,15.4688,12.5313,17.6250,7.8438,22.5313,13.8750,10.3125,6.6563,4.4688,16.2500,20.7188,51.1875,5.8125,17.5938,11.8750,17.3750,10.3750,22.3125,9.4375,13.8750,4.4063,2.4063,16.7813
2007,1451,weber st,,184,15,0,6,17,11,0,1,8,2,11,2,5,8,1,1,71.0357,70.2857,23.9643,49.3571,5.7143,14.6429,17.3929,25.9643,9.6786,22.9643,13.6071,15.8214,6.6071,2.5000,19.5357,25.2857,56.8214,6.3929,19.9286,13.3214,19.0357,11.5000,20.5714,13.3929,13.7500,6.4643,3.2143,21.0714
2007,1457,winthrop,22,71,11,1,10,24,4,0,4,10,0,11,0,12,3,1,1,74.1071,62.8571,26.7857,56.2500,8.0714,22.5000,12.4643,19.6786,11.8571,25.2143,16.5000,13.3214,7.4643,3.6071,17.2500,22.2500,53.9286,6.3214,19.7500,12.0357,18.0714,9.6786,21.6071,11.7857,14.2143,6.4286,2.8214,17.9286
2007,1458,wisconsin,6,7,2,1,22,29,5,4,2,7,3,19,0,7,3,3,2,70.0882,57.2353,24.2353,52.3529,5.8235,16.3529,15.7941,23.2647,11.3529,23.7353,13.7353,11.4412,5.6765,3.2647,14.9412,21.2941,52.2647,5.4412,16.2353,9.2059,14.1471,9.7941,20.4118,10.2941,14.3235,5.6471,2.8529,21.3529
2007,1460,wright st,,97,14,0,3,23,9,2,1,9,1,14,1,7,8,2,0,64.5938,61.6250,23.2188,52.5313,5.4688,15.5938,12.6875,17.2500,10.0313,22.1563,12.1875,12.2500,5.8438,1.5313,17.4688,21.4375,51.5000,6.6250,20.7500,12.1250,16.9375,10.5000,21.9375,12.5000,13.7813,4.7813,2.5938,16.9688
2007,1462,xavier,,34,9,1,26,24,8,0,0,9,1,16,1,5,5,3,2,76.4063,64.7813,24.9688,52.0938,7.9063,20.2813,18.5625,25.0625,10.9063,22.9063,15.0938,12.8750,5.7500,3.5313,17.5938,24.0938,55.8438,5.6563,18.4688,10.9375,16.4063,11.2188,19.6563,13.3125,14.2500,5.6250,2.9063,20.9688
2008,1110,american,,159,15,0,3,21,11,0,1,9,1,11,4,10,7,0,0,65.0938,61.7813,21.1563,47.7813,7.8438,19.1563,14.9375,20.0938,9.4688,22.5625,11.9063,13.6250,4.5938,2.6250,17.5313,20.7188,50.2188,6.2500,17.7813,14.0938,19.0938,9.7813,19.8438,11.2813,12.1250,6.2188,3.8125,18.5625
2008,1112,arizona,,22,10,0,32,18,14,2,7,4,6,10,6,6,7,2,1,71.5625,66.7813,24.7188,51.9688,6.5938,16.6563,15.5313,20.9063,8.3438,22.6875,15.3438,12.2188,5.6250,3.5938,16.5000,24.6250,56.4063,5.3125,15.7813,12.2188,17.4063,11.4688,21.4688,12.9688,12.5625,5.0313,2.6875,18.4375
2008,1116,arkansas,,40,9,1,20,22,11,3,1,5,5,15,1,2,7,5,3,73.6364,67.0303,26.7273,57.3939,5.8788,17.3333,14.3030,21.2727,12.8182,23.9394,14.5455,15.4545,7.0000,5.3030,18.9697,23.2121,55.6970,6.3636,19.3939,14.2424,20.3333,10.9697,21.3030,12.1515,15.1515,6.7576,3.9394,18.9091
2008,1122,austin peay,,170,15,0,5,24,10,0,2,9,1,13,1,8,8,3,1,74.5882,70.6765,24.6471,54.6471,7.8529,20.3529,17.4412,24.4118,10.1176,21.4118,14.4412,12.7353,9.7353,2.1765,17.5588,25.1765,53.9412,8.0000,21.5588,12.3235,17.6471,10.2059,23.7059,15.2353,16.8529,6.8824,3.2941,21.0294
2008,1124,baylor,,39,11,0,9,20,10,1,4,4,6,11,4,6,4,3,2,80.7333,74.4667,27.9000,61.6000,8.4333,22.4000,16.5000,22.2667,11.7333,25.6000,11.9333,12.6000,7.3667,4.4000,20.9000,25.7000,60.0000,6.2333,17.9667,16.8333,23.9667,12.3667,25.1667,12.1667,14.2333,5.2333,3.8000,19.8000
2008,1125,belmont,,160,15,0,8,24,8,0,1,10,0,10,1,9,5,5,2,79.3125,74.2813,27.1875,60.8750,10.4688,28.8438,14.4688,20.7188,12.5625,24.1563,17.0938,14.9063,8.4375,1.8438,18.5625,26.5000,57.5625,6.8750,19.7500,14.4063,20.5000,10.5313,24.6250,14.1563,16.3750,7.4688,3.2813,18.2188
2008,1129,boise st,,131,14,0,6,24,8,0,1,8,2,10,5,12,3,2,0,81.2188,76.0938,28.8438,57.4375,8.1250,20.5313,15.4063,23.1250,9.9375,26.1250,17.4688,15.6875,6.0938,2.3750,17.7500,27.3125,61.5625,6.7813,19.5625,14.6875,20.6563,10.9688,22.7188,13.5313,14.4688,6.1875,3.0000,20.6875
2008,1139,butler,11,32,7,1,15,29,3,0,1,9,1,14,1,11,2,4,0,68.3438,57.7500,22.7188,50.4688,9.2188,24.5313,13.6875,18.5625,8.9375,20.7188,13.0000,10.2500,6.2813,2.5313,16.9375,21.1875,49.3438,4.9688,15.4688,10.4063,15.4063,9.5938,21.1563,9.6563,13.8438,4.7188,2.3750,18.0313
2008,1140,brigham young,,44,8,0,18,27,7,1,2,8,2,16,0,8,5,3,2,74.0588,63.1176,25.9412,56.3235,8.1765,21.8235,14.0000,21.2647,10.5000,28.5000,16.8824,14.2647,5.9118,3.9118,17.7353,22.5588,58.5000,5.1471,17.4412,12.8529,18.0588,10.4118,23.7941,10.2647,13.6471,6.9412,2.1176,19.3824
2008,1155,clemson,22,13,5,0,11,23,9,2,4,7,3,14,2,6,5,3,2,79.1875,69.5000,29.5000,64.3750,8.0000,21.0625,12.1875,19.5625,15.6563,22.5938,15.8125,14.7500,9.8125,5.5938,19.2188,25.4063,58.3125,4.9688,16.6563,13.7188,19.2813,13.0938,23.2500,12.4063,17.8125,6.7188,3.6563,17.9063
2008,1163,connecticut,16,21,4,0,20,24,8,4,4,7,3,16,1,7,4,1,3,77.7188,68.6250,26.3438,56.9375,5.1563,14.3438,19.8750,27.6563,13.5313,28.3750,14.8125,13.5938,5.7500,8.7813,15.2188,25.2500,65.7813,7.4375,21.3438,10.6875,15.6875,14.8125,20.9063,13.3125,12.2188,7.5625,3.5000,21.7813
2008,1164,coppin st,,309,16,0,4,14,20,0,2,9,1,5,5,4,14,5,1,59.1471,66.1176,20.5882,52.2353,4.0882,12.6471,13.8824,19.3529,11.0882,20.2059,9.4118,14.6176,7.0294,2.0588,18.7941,22.9118,52.0294,6.9412,19.7059,13.3529,20.4706,12.6471,23.5294,13.8529,16.4118,6.8529,4.4706,18.4412
2008,1165,cornell,,132,14,0,4,21,5,0,1,10,0,11,1,10,4,0,0,76.6154,69.0000,27.1154,55.3462,7.9231,19.4231,14.4615,18.9615,8.9231,24.6923,14.8846,13.9231,5.9231,2.8846,18.4231,24.0769,56.6538,6.9231,19.1154,13.9231,19.9615,11.0000,22.0000,13.1538,14.3077,6.5385,2.6538,19.4231
2008,1168,cal st. fullerton,,110,14,0,2,23,8,0,0,9,1,10,3,9,5,4,0,82.4839,72.9032,29.7419,62.4516,8.6129,22.3548,14.3871,20.3871,12.0000,23.8710,15.4194,13.4194,8.8387,1.4516,18.8710,26.6129,57.0968,7.1935,19.1613,12.4839,18.5806,10.0323,24.2581,15.0323,17.2903,5.9032,2.4839,16.8065
2008,1172,davidson,23,33,10,3,10,25,6,0,3,10,0,11,2,11,3,3,1,77.3226,63.1290,28.6452,60.7419,8.7742,24.3226,11.2581,15.4516,11.2258,24.8710,16.7742,12.1935,7.9677,3.2903,18.1613,21.9032,52.2258,6.7097,19.4516,12.6129,19.6774,9.4516,23.2581,11.3871,16.5806,5.5161,2.4516,17.1613
2008,1179,drake,14,24,5,0,1,26,4,1,0,7,3,13,1,10,3,3,0,72.2667,61.0333,24.3667,54.8333,9.1333,24.9333,14.4000,18.8333,11.8333,21.9000,14.4333,11.4333,7.1667,2.4000,14.5667,22.8000,52.8667,7.0333,20.8000,8.4000,12.5333,10.7333,20.5333,12.9667,15.2000,6.0000,3.1000,18.4333
2008,1181,duke,9,6,2,1,34,27,5,5,3,6,4,15,1,8,2,4,2,84.1250,69.3125,28.7500,61.7813,9.2813,24.1563,17.3438,24.9688,12.7188,24.4375,15.0313,13.5938,8.6875,4.0000,19.1563,25.9063,59.5000,4.8438,14.7813,12.6563,19.0313,12.3438,24.3125,12.3438,18.5938,5.8750,4.2813,22.2813
2008,1206,george mason,,93,12,0,6,23,10,0,0,6,4,13,1,5,7,5,2,69.8788,62.3030,24.4848,52.1515,6.1212,17.3939,14.7879,21.0000,9.9697,24.4545,13.2424,11.9697,5.5758,3.2121,15.4848,22.8485,54.5152,5.9091,18.0000,10.6970,14.8788,9.3636,20.9394,11.6667,11.7273,5.8485,2.5455,18.3636
2008,1207,georgetown,8,8,2,1,21,27,5,4,4,8,2,16,0,8,4,3,1,69.7188,57.9688,25.0938,51.6250,7.8438,20.6250,11.6875,17.5625,9.9063,25.0938,15.6875,13.2188,7.1250,4.9375,17.5313,19.7188,53.7500,5.5625,18.5938,12.9688,19.2188,12.3438,20.0313,10.7813,12.7813,6.9375,2.7500,16.6875
2008,1208,georgia,,81,14,0,11,16,16,0,6,5,5,10,5,2,8,4,3,67.8750,66.9688,24.5625,57.7813,5.9688,18.1250,12.7813,18.9375,13.6563,24.8125,11.5313,14.7500,6.7188,3.4375,18.0625,24.4375,57.1875,6.1563,19.9688,11.9375,18.6875,11.6250,22.7500,12.7500,13.0000,6.6875,3.9688,17.2813
2008,1211,gonzaga,24,28,7,0,22,25,7,1,3,8,2,13,1,7,3,5,3,76.5000,63.2500,27.0000,55.7500,6.5000,17.4688,16.0000,22.3750,11.2188,26.3125,14.5313,14.1875,7.5625,4.7813,17.6563,22.3750,56.8750,6.7813,21.0938,11.7188,18.1563,11.0938,21.2500,11.3125,15.0000,6.9375,3.5000,20.1563
2008,1231,indiana,,19,8,0,25,25,7,2,5,6,4,17,2,7,3,1,2,75.1250,64.6875,25.3438,54.6875,6.5938,19.0313,17.8438,23.3750,11.6250,26.4063,13.1875,13.7188,7.0313,3.8125,17.2188,23.3750,57.2188,6.9063,20.4375,11.0313,17.1875,10.7500,20.5938,13.1250,13.5313,6.1563,2.8125,19.8125
2008,1242,kansas,4,1,1,6,34,30,3,1,1,8,2,18,0,8,3,4,0,81.1818,61.6667,29.4545,58.3636,6.7879,17.0303,15.4848,21.8788,12.3030,26.4242,18.4848,12.9091,9.0000,6.1212,17.4242,21.3939,55.8485,7.2424,21.2727,11.6364,17.1818,10.7879,20.0909,11.4545,15.8485,6.0000,2.6667,19.0303
2008,1243,kansas st,,15,11,1,15,19,11,1,4,4,6,14,2,3,5,2,4,78.7667,68.9667,27.9000,62.8667,6.6333,20.4667,16.3333,23.5000,16.1667,25.0000,15.7333,15.1667,7.6667,3.6333,20.1000,24.1667,57.2333,6.6000,17.9333,14.0333,21.4333,11.1333,22.2000,13.7000,16.4000,7.2000,3.6333,20.2000
2008,1245,kent,,66,9,0,6,28,6,0,2,9,1,16,0,8,5,4,1,69.2353,61.5882,24.0588,51.4706,5.7941,15.7059,15.3235,21.4706,10.9706,22.3235,14.0000,14.5882,8.5294,3.9118,18.7941,21.3235,52.0882,5.4412,17.0000,13.5000,20.0882,12.2941,19.5882,11.6176,16.2059,7.0294,3.5000,19.5000
2008,1246,kentucky,,61,11,0,30,18,12,2,4,7,3,14,4,4,6,0,2,68.6000,65.3333,23.7333,50.6000,5.8000,15.7667,15.3333,20.9000,9.7333,24.0000,12.7333,15.9333,6.7333,4.8000,18.7333,21.6000,54.7667,5.9667,18.4000,16.1667,23.0000,12.0667,19.8000,11.0000,13.3000,6.2000,3.6000,18.9000
2008,1257,louisville,13,9,3,3,26,24,8,5,4,8,2,15,2,8,3,1,3,71.9375,61.3438,25.5000,56.2500,7.5313,22.0000,13.4063,20.4688,11.6563,26.0625,14.8125,13.2500,8.0938,4.9063,18.1875,21.3438,55.6563,6.0625,19.5625,12.5938,18.4688,11.5313,23.3750,12.1875,14.4375,5.8750,2.9375,18.7813
2008,1266,marquette,25,12,6,1,16,23,9,4,7,7,3,15,2,5,5,3,2,75.9063,64.3125,26.5000,59.3438,7.1563,19.9375,15.7500,22.4688,13.5625,23.1875,15.1250,13.2500,9.4688,3.8438,20.9375,22.2188,53.8438,4.9375,16.7500,14.9375,22.0313,11.7500,22.1875,11.9063,16.9375,6.2500,3.5313,19.5000
2008,1272,memphis,2,3,1,5,18,33,1,3,1,9,1,20,1,10,0,3,0,79.6765,60.6176,28.7647,61.7647,7.9412,22.6765,14.2059,23.8529,14.1176,26.6765,16.0294,12.2059,8.7059,6.0882,17.4412,21.6471,56.5588,4.8529,16.2647,12.4706,18.5294,11.0294,23.2353,10.6176,16.5882,5.9118,3.2059,19.4118
2008,1274,miami (fl),,47,7,1,9,21,10,2,3,7,3,13,2,4,6,4,2,73.8065,68.0323,25.0323,57.7097,6.7742,17.9355,16.9677,22.7097,12.6774,24.7742,12.8387,13.1935,5.7742,4.6774,18.6774,23.7097,57.8710,6.8065,19.4194,13.8065,20.4194,12.8710,23.1613,11.4194,14.2581,6.5806,4.0323,19.9355
